otu	domain	phylum	order	class	family	genus	quality
OTU_1391	OTU_1391	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1392	OTU_1392	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	|90
OTU_1393	OTU_1393	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|90
OTU_1394	OTU_1394	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|74
OTU_1395	OTU_1395	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
OTU_1396	OTU_1396	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	unclassified	|99
OTU_1397	OTU_1397	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Incertae_Sedis	|77
OTU_1398	OTU_1398	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia	|100
OTU_1399	OTU_1399	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	|96
OTU_1400	OTU_1400	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1401	OTU_1401	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1402	OTU_1402	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	|95
OTU_1404	OTU_1404	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|77
OTU_1405	OTU_1405	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	|98
OTU_1406	OTU_1406	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|89
OTU_1407	OTU_1407	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|98
OTU_1408	OTU_1408	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	|96
OTU_1409	OTU_1409	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|99
OTU_1410	OTU_1410	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	|100
OTU_1411	OTU_1411	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|98
OTU_1412	OTU_1412	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_SS1	|74
OTU_1413	OTU_1413	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|97
OTU_1414	OTU_1414	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|99
OTU_1415	OTU_1415	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Incertae_Sedis	|95
OTU_1416	OTU_1416	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	|89
OTU_1417	OTU_1417	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|92
OTU_1418	OTU_1418	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1419	OTU_1419	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megamonas	|89
OTU_1420	OTU_1420	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|91
OTU_1421	OTU_1421	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1422	OTU_1422	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1423	OTU_1423	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter	|88
OTU_1424	OTU_1424	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	|99
OTU_1425	OTU_1425	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
OTU_1426	OTU_1426	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_SS1	|86
OTU_1427	OTU_1427	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	|87
OTU_1428	OTU_1428	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	|100
OTU_1430	OTU_1430	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|92
OTU_1431	OTU_1431	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	|100
OTU_1432	OTU_1432	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|87
OTU_1433	OTU_1433	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1434	OTU_1434	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|89
OTU_1435	OTU_1435	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	|100
OTU_1436	OTU_1436	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
OTU_1437	OTU_1437	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1438	OTU_1438	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1439	OTU_1439	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	unclassified	|100
OTU_1441	OTU_1441	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
OTU_1442	OTU_1442	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	|100
OTU_1443	OTU_1443	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|100
OTU_1444	OTU_1444	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas	|100
OTU_1445	OTU_1445	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	|100
OTU_1446	OTU_1446	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|94
OTU_1447	OTU_1447	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	|97
OTU_1448	OTU_1448	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|100
OTU_1449	OTU_1449	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Actimicrobium	|71
OTU_1450	OTU_1450	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	|100
OTU_1451	OTU_1451	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	|97
OTU_1452	OTU_1452	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|96
OTU_1453	OTU_1453	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified	|96
OTU_1454	OTU_1454	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|99
OTU_1456	OTU_1456	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	|80
OTU_1457	OTU_1457	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|99
OTU_1458	OTU_1458	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	unclassified	|79
OTU_1459	OTU_1459	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|99
OTU_1460	OTU_1460	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|97
OTU_1461	OTU_1461	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified	|89
OTU_1462	OTU_1462	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	|81
OTU_1463	OTU_1463	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|76
OTU_1464	OTU_1464	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	|88
OTU_1465	OTU_1465	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	|73
OTU_1466	OTU_1466	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
OTU_1467	OTU_1467	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1468	OTU_1468	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	|100
OTU_1469	OTU_1469	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas	|100
OTU_1471	OTU_1471	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|100
OTU_1472	OTU_1472	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1473	OTU_1473	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	|100
OTU_1474	OTU_1474	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	|73
OTU_1475	OTU_1475	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|99
OTU_1476	OTU_1476	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Incertae_Sedis	|99
OTU_1477	OTU_1477	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	|94
OTU_1478	OTU_1478	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|95
OTU_1479	OTU_1479	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	|100
OTU_1480	OTU_1480	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|76
OTU_1481	OTU_1481	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	|97
OTU_1482	OTU_1482	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1483	OTU_1483	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1484	OTU_1484	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	|100
OTU_1485	OTU_1485	Bacteria	Firmicutes	Bacilli	Lactobacillales	unclassified	unclassified	|70
OTU_1486	OTU_1486	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|100
OTU_1487	OTU_1487	Bacteria	Cyanobacteria	Chloroplast	unclassified	unclassified	unclassified	|100
OTU_1488	OTU_1488	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Incertae_Sedis	|70
OTU_1489	OTU_1489	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Incertae_Sedis	|74
OTU_1490	OTU_1490	Bacteria	Firmicutes	Bacilli	Lactobacillales	unclassified	unclassified	|88
OTU_1491	OTU_1491	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	|100
OTU_1492	OTU_1492	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1493	OTU_1493	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	|100
OTU_1494	OTU_1494	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	|100
OTU_1495	OTU_1495	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	unclassified	|99
OTU_1496	OTU_1496	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	|89
OTU_1497	OTU_1497	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_SS1	|81
OTU_1498	OTU_1498	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	|98
OTU_1499	OTU_1499	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	|88
OTU_1500	OTU_1500	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1501	OTU_1501	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|94
OTU_1502	OTU_1502	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Cedecea	|90
OTU_1503	OTU_1503	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1504	OTU_1504	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|98
OTU_1505	OTU_1505	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	possible_genus_Sk018	|71
OTU_1506	OTU_1506	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1507	OTU_1507	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	|96
OTU_1509	OTU_1509	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|98
OTU_1510	OTU_1510	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	|96
OTU_1511	OTU_1511	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	unclassified	|100
OTU_1513	OTU_1513	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1514	OTU_1514	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
OTU_1515	OTU_1515	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1517	OTU_1517	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|97
OTU_1518	OTU_1518	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	|90
OTU_1519	OTU_1519	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	|100
OTU_1520	OTU_1520	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|92
OTU_1521	OTU_1521	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	|92
OTU_1522	OTU_1522	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	|71
OTU_1523	OTU_1523	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	|100
OTU_1524	OTU_1524	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|93
OTU_1525	OTU_1525	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	|100
OTU_1526	OTU_1526	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1527	OTU_1527	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	|94
OTU_1529	OTU_1529	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1530	OTU_1530	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|99
OTU_1531	OTU_1531	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	|100
OTU_1532	OTU_1532	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|99
OTU_1533	OTU_1533	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	|100
OTU_1536	OTU_1536	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	|88
OTU_1537	OTU_1537	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|78
OTU_1538	OTU_1538	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1539	OTU_1539	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|92
OTU_1540	OTU_1540	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|90
OTU_1541	OTU_1541	Bacteria	Cyanobacteria	Chloroplast	unclassified	unclassified	unclassified	|100
OTU_1542	OTU_1542	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	|100
OTU_1543	OTU_1543	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	|98
OTU_1544	OTU_1544	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|100
OTU_1545	OTU_1545	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1546	OTU_1546	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|90
OTU_1548	OTU_1548	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	|84
OTU_1549	OTU_1549	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	|100
OTU_1550	OTU_1550	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1551	OTU_1551	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1552	OTU_1552	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|99
OTU_1553	OTU_1553	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	|100
OTU_1554	OTU_1554	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	|87
OTU_1555	OTU_1555	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
OTU_1557	OTU_1557	Bacteria	Firmicutes	Bacilli	Lactobacillales	unclassified	unclassified	|100
OTU_1558	OTU_1558	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|98
OTU_1559	OTU_1559	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	|100
OTU_1560	OTU_1560	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
OTU_1561	OTU_1561	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	|70
OTU_1562	OTU_1562	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1563	OTU_1563	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	unclassified	|74
OTU_1564	OTU_1564	Bacteria	Firmicutes	Bacilli	Lactobacillales	unclassified	unclassified	|92
OTU_1565	OTU_1565	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|86
OTU_1566	OTU_1566	Bacteria	Cyanobacteria	Chloroplast	unclassified	unclassified	unclassified	|100
OTU_1567	OTU_1567	Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	Incertae_Sedis	|98
OTU_1568	OTU_1568	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	|100
OTU_1569	OTU_1569	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|91
OTU_1570	OTU_1570	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1571	OTU_1571	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
OTU_1572	OTU_1572	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum	|99
OTU_1573	OTU_1573	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|98
OTU_1574	OTU_1574	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|92
OTU_1575	OTU_1575	Bacteria	Proteobacteria	Betaproteobacteria	unclassified	unclassified	unclassified	|100
OTU_1577	OTU_1577	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|96
OTU_1578	OTU_1578	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	|100
OTU_1579	OTU_1579	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
